EnsemblID	Genename	Gene	UpperGroup	MiddleGroup	FinalGroup	Subtype	Cluster	U6475-ULDM4	I6475-ILDM4	I17938-ILDM4	I6475-I17938	I6475-U6475	ILDM-ULDM	KaryotypeBand	ChromosomeScaffoldName	GeneStart	GeneEnd	GeneGCcontent	TranscriptCount	GeneType	GeneDescription	GeneSymbol	GeneStrand	baseMean	U6475.ULDM4log2FoldChange	U6475.ULDM4lfcSE	U6475.ULDM4stat	U6475.ULDM4pvalue	U6475.ULDM4padj	I6475.ILDM4log2FoldChange	I6475.ILDM4lfcSE	I6475.ILDM4stat	I6475.ILDM4pvalue	I6475.ILDM4padj	I17938.ILDM4log2FoldChange	I17938.ILDM4lfcSE	I17938.ILDM4stat	I17938.ILDM4pvalue	I17938.ILDM4padj	I6475.I17938log2FoldChange	I6475.I17938lfcSE	I6475.I17938stat	I6475.I17938pvalue	I6475.I17938padj	I6475.U6475log2FoldChange	I6475.U6475lfcSE	I6475.U6475stat	I6475.U6475pvalue	I6475.U6475padj	ILDM4.ULDM4log2FoldChange	ILDM4.ULDM4lfcSE	ILDM4.ULDM4stat	ILDM4.ULDM4pvalue	ILDM4.ULDM4padj	GeTMM.ULDMA_1	GeTMM.ULDMA_2	GeTMM.ULDMA_3	GeTMM.ULDMB_1	GeTMM.ULDMB_2	GeTMM.ULDMB_3	GeTMM.U6475A_1	GeTMM.U6475A_2	GeTMM.U6475A_3	GeTMM.U6475B_1	GeTMM.U6475B_2	GeTMM.U6475B_3	GeTMM.ILDMA_1	GeTMM.ILDMA_2	GeTMM.ILDMA_3	GeTMM.ILDMB_1	GeTMM.ILDMB_2	GeTMM.ILDMB_3	GeTMM.I6475A_1	GeTMM.I6475A_2	GeTMM.I6475A_3	GeTMM.I6475B_1	GeTMM.I6475B_2	GeTMM.I6475B_3	GeTMM.I1793A_1	GeTMM.I1793A_2	GeTMM.I1793A_3	GeTMM.I1793B_1	GeTMM.I1793B_2	GeTMM.I1793B_3	rlog.ULDMA_1	rlog.ULDMA_2	rlog.ULDMA_3	rlog.ULDMB_1	rlog.ULDMB_2	rlog.ULDMB_3	rlog.U6475A_1	rlog.U6475A_2	rlog.U6475A_3	rlog.U6475B_1	rlog.U6475B_2	rlog.U6475B_3	rlog.ILDMA_1	rlog.ILDMA_2	rlog.ILDMA_3	rlog.ILDMB_1	rlog.ILDMB_2	rlog.ILDMB_3	rlog.I6475A_1	rlog.I6475A_2	rlog.I6475A_3	rlog.I6475B_1	rlog.I6475B_2	rlog.I6475B_3	rlog.I1793A_1	rlog.I1793A_2	rlog.I1793A_3	rlog.I1793B_1	rlog.I1793B_2	rlog.I1793B_3
ENSG00000157005	Somatostatin;SST	SST	Environmental response/Signaling	Hormone secretion	Hormone secretion	Secreted	1	0	1	0	0	1	1	q27.3	3	187386694	187388187	48.46	1	protein_coding	somatostatin [Source:HGNC Symbol;Acc:11329]	SST	-1	5067.698931	-1.517828944	0.845203061	-1.795815721	0.07252383	0.177911162	1.749842458	0.726066116	2.410031841	0.015951128	0.054660622	1.264628593	0.726073816	1.741735571	0.081554725	0.211062676	0.485213865	0.726037975	0.6683037	0.503939752	0.784566282	12.12832923	0.822035022	14.75402984	2.90E-49	9.90E-48	8.860657832	0.752250192	11.77887082	5.02E-32	8.31E-31	2.247740431	3.284429394	0.316701024	0	3.081317481	0	0.386418429	0.849516646	1.124835007	0	0.652992296	0	1065.948041	1382.304676	442.3043086	295.0690187	751.3590756	211.8268722	1320.606623	859.0318535	1233.115666	3048.574015	1144.88242	5856.139301	1124.415396	531.8143754	1061.773796	1046.140374	2750.02879	3063.320001	7.621123698	7.690569959	7.492641392	7.475923238	7.688609808	7.478870083	7.515038137	7.539739563	7.576770022	7.499657895	7.543679527	7.521424817	11.8632944	12.11346163	10.91395714	10.47329925	11.44943985	10.16956278	12.09394678	11.60978729	12.01180725	13.01289134	11.89498681	13.79256854	11.94460247	11.15850542	11.85166404	11.81640626	12.90540728	13.0411247
ENSG00000159224	Gastric inhibitory polypeptide;GIP	GIP	Environmental response/Signaling	Hormone secretion	Hormone secretion	Secreted	1	0	1	0	0	1	1	q21.32	17	47035916	47045958	52.52	1	protein_coding	gastric inhibitory polypeptide [Source:HGNC Symbol;Acc:4270]	GIP	-1	1412.167218	2.102503976	1.219532737	1.72402422	0.084703471	0.198883815	2.735017679	1.089588104	2.510139079	0.012068362	0.044109074	1.749338206	1.089614872	1.605464693	0.108391577	0.253910673	0.985679473	1.089468638	0.904734141	0.365606249	0.697556139	9.726809949	1.122980004	8.661605653	4.65E-18	2.97E-17	9.094296245	1.189550806	7.645151595	2.09E-14	1.16E-13	0.289791328	0	0.023556274	0	0	0	0.028741867	0.025274875	1.305180455	0	0.032379783	0	36.1812374	58.27698835	13.80281875	7.943845624	24.37525226	5.387509913	56.78613883	35.93545501	44.71923842	127.5955821	40.64487813	344.6973542	24.38609439	8.669390802	36.7930937	43.28604327	118.8686943	97.32092686	6.12784144	5.790679709	5.830909075	5.816504474	5.825300389	5.823879723	5.879338313	5.850960173	6.824625894	5.874149368	5.906031295	5.923865511	9.788608893	10.27351885	8.772110315	8.209104212	9.333960559	7.87449588	10.27548052	9.761465583	10.00702928	11.16788513	9.867910932	12.49687614	9.391380284	8.372285812	9.798673353	9.956149276	11.09710483	10.88008615
ENSG00000166863	Tachykinin-3;TAC3	TAC3	Environmental response/Signaling	Hormone secretion	Hormone secretion	Secreted	3	0	1	0	0	0	0	q13.3	12	57403784	57422667	47.55	10	protein_coding	tachykinin 3 [Source:HGNC Symbol;Acc:11521]	TAC3	-1	53.67216766	0.661167072	0.33185945	1.992310516	0.046336999	0.130438755	1.219687398	0.326806691	3.732137165	0.000189862	0.001880148	0.476858144	0.330875327	1.441201883	0.149527657	0.312711916	0.742829253	0.323844966	2.293780456	0.021803113	0.255688891	0.434204125	0.324857627	1.336598217	0.181353822	0.225048598	-0.124316201	0.333803355	-0.372423462	0.709577588	0.756223421	0.55719776	0.519692598	0.689031008	0.413892624	0.258117017	0.678858761	1.238139159	1.814647452	1.192477595	0.400027646	0.55105302	0.339199453	0.74311283	1.183976624	0.637645229	0.261911274	0.367602388	0.105252878	1.997895991	1.283799376	1.420434399	0.909709369	0.386552186	0.981844003	0.95158306	0.399186704	1.142881675	0.198775074	0.668967709	0.597284462	5.40709862	5.380005081	5.555858163	5.239142731	4.996681011	5.549402365	6.01954342	6.336720716	5.971593378	5.231896979	5.428319855	5.146526691	5.638588147	5.964800791	5.520237987	4.982683156	5.166535512	4.648856111	6.423838893	6.041660526	6.131538499	5.767550148	5.195132441	5.845949183	5.83553366	5.262866221	5.955460349	4.875172834	5.553520767	5.483434059
ENSG00000169752	Pro-neuregulin-4, membrane-bound isoform;NRG4	NRG4	Environmental response/Signaling	Hormone secretion	Hormone secretion	Secreted	3	0	1	0	0	0	0	q24.2	15	76228310	76352136	38.21	18	protein_coding	neuregulin 4 [Source:HGNC Symbol;Acc:29862]	NRG4	-1	13.21760236	0.341718424	0.406617193	0.840393447	0.400687822	0.568700305	1.229861038	0.427897151	2.874197773	0.004050552	0.019405529	0.9235894	0.433178199	2.132123459	0.032996699	NA	0.306271638	0.405618486	0.755073175	0.450205077	NA	-0.094257539	0.404290743	-0.233142956	0.8156504	0.843361881	-0.982400153	0.430167458	-2.283762137	0.022385514	0.034308233	0.025311517	0.025217413	0.036300142	0.029455955	0.017494952	0.037446319	0.030304452	0.079946921	0.067856909	0.01663785	0.018383157	0.017242988	0.008585379	0.02971242	0.007115332	0.019102829	0.013190706	0.008917438	0.054408091	0.048441246	0.046007922	0.034683372	0.016506113	0.013267591	0.016384443	0.036526323	0.039612042	0.009473066	0.018946505	0.039261951	3.584157356	3.592666239	3.731517033	3.64901599	3.476522021	3.746758421	3.669125203	4.165921919	4.051821203	3.466808534	3.49583967	3.479085379	3.316421145	3.651798176	3.291830327	3.491435432	3.396168332	3.317100152	3.942162086	3.87864377	3.857249699	3.718379105	3.45532434	3.408510129	3.471294405	3.764369883	3.783891177	3.331272271	3.498926958	3.784593816
ENSG00000169860	P2Y purinoceptor 1;P2RY1	P2RY1	Environmental response/Signaling	Hormone secretion	Hormone secretion	Receptor	7	0	-1	0	0	-1	-1	q25.2	3	152552736	152555841	50.23	1	protein_coding	purinergic receptor P2Y, G-protein coupled, 1 [Source:HGNC Symbol;Acc:8539]	P2RY1	1	54.83797826	-0.101793611	0.176063842	-0.578163071	0.563154029	0.708216534	-1.452761842	0.249716748	-5.817638791	5.97E-09	6.50E-07	-0.822819743	0.227166332	-3.622102523	0.000292218	0.004817184	-0.629942099	0.267002062	-2.359315484	0.018308683	0.239857198	-3.101812791	0.239184559	-12.96828189	1.85E-38	3.91E-37	-1.75084456	0.190373231	-9.196905226	3.68E-20	3.10E-19	8.577308013	9.191711085	10.51108877	10.48501329	9.677421368	8.518160988	9.47931931	4.985180299	6.600818644	10.06007592	11.72611021	10.72385731	2.053641438	3.189162298	1.891114365	2.907824476	3.681119992	3.484015586	0.433817817	0.885137318	0.840674672	1.209882708	1.692127839	1.133441735	1.119769925	1.577545755	1.158090661	2.265978244	1.626888114	1.753088314	6.031187476	6.112560047	6.212874956	6.219303819	6.157315864	6.036331477	6.150617448	5.629601911	5.831719126	6.191976184	6.331875939	6.242557836	5.048878857	5.300891345	4.999333514	5.227353723	5.39525633	5.357478886	4.475893949	4.652059028	4.634257289	4.776510107	4.927528743	4.755777381	4.768285525	4.941715231	4.775061566	5.092599602	4.910808076	4.957192056
ENSG00000183971	Neuropeptide W;NPW	NPW	Environmental response/Signaling	Hormone secretion	Hormone secretion	Secreted	1	0	1	0	0	1	1	p13.3	16	2059927	2070756	55.12	3	protein_coding	neuropeptide W [Source:HGNC Symbol;Acc:30509]	NPW	1	750.8355679	-0.266972015	0.536079625	-0.498008137	0.618478307	0.751949458	1.022915421	0.321685134	3.179865382	0.001473435	0.008971957	0.748126339	0.321781015	2.324954875	0.020074373	0.085361244	0.274789082	0.321497244	0.854716758	0.392707971	0.717024465	8.723668476	0.465712525	18.73187431	2.72E-78	2.61E-76	7.43378104	0.417163068	17.81984459	4.96E-71	3.59E-69	0.144702182	0.144164201	0.13106685	0	0.075012031	0.151111792	0.133266189	0.093752751	0.155171145	0.063410745	0	0.07886048	17.29626248	19.83459548	10.03373246	20.6899581	29.52274257	20.10638151	23.11049255	22.84684081	28.14318831	71.925955	30.27704014	67.41878892	25.29020537	16.56603443	26.54066157	36.28459562	43.79232576	47.18936345	5.815367113	5.822681998	5.807174906	5.630772015	5.75481309	5.853785928	5.848378222	5.774303345	5.892116392	5.781915252	5.679646005	5.845905048	8.998595117	9.106579464	8.434128401	9.131043713	9.524663198	9.118765865	9.29535248	9.269165944	9.49896898	10.51362952	9.54220335	10.47078867	9.417631859	8.989084921	9.439251689	9.757373487	9.972340527	10.06610145
ENSG00000184163	Adipolin;C1QTNF12	C1QTNF12	Environmental response/Signaling	Hormone secretion	Hormone secretion	Secreted	5	0	1	0	0	-1	-1	p36.33	1	1177826	1182102	69.35	5	protein_coding	family with sequence similarity 132, member A [Source:HGNC Symbol;Acc:32308]	FAM132A	-1	354.4791113	0.720785592	0.274261675	2.628094472	0.008586467	0.040780521	1.054379338	0.280008012	3.76553274	0.000166194	0.001713106	0.636837807	0.280666468	2.269019922	0.023267114	0.09444278	0.417541531	0.278402431	1.499776888	0.133672206	0.482521067	-1.697713235	0.275878916	-6.153834657	7.56E-10	2.50E-09	-2.031306981	0.278418658	-7.295872328	2.97E-13	1.50E-12	33.81417249	31.23743885	28.98425258	22.11198843	21.65334421	24.29748296	55.61172849	69.79439675	56.89429668	33.55817612	32.08563221	33.04810935	14.46633621	10.58743509	11.05543601	2.865866489	5.442005791	3.098114474	28.51137516	24.07561465	26.36277292	8.284215092	2.799024652	10.42614458	19.85534211	12.42567316	32.11155715	3.455709539	4.683654327	5.456186549	8.686256044	8.635433227	8.546245261	8.300110856	8.289035153	8.38310311	9.230130442	9.462225092	9.231721206	8.712464742	8.674238781	8.69521917	7.942940499	7.649092456	7.697911012	6.70705532	7.130749495	6.763400132	8.56631229	8.39185928	8.485892257	7.456207924	6.708855991	7.663564733	8.248173197	7.842588171	8.679274094	6.837394481	7.037131762	7.153169711
ENSG00000184502	Gastrin;GAST	GAST	Environmental response/Signaling	Hormone secretion	Hormone secretion	Secreted	1	-1	1	0	0	1	1	q21.2	17	39868578	39872221	49.73	1	protein_coding	gastrin [Source:HGNC Symbol;Acc:4164]	GAST	1	28.11513643	-3.327531496	1.265606875	-2.629198342	0.008558643	0.040685982	1.919354443	0.887465661	2.162736574	0.030561446	0.088958119	0.796846573	0.891437584	0.893889362	0.37138109	0.555562912	1.122507869	0.884459847	1.269145087	0.204389322	NA	8.333199058	1.209853746	6.887773902	5.67E-12	2.26E-11	3.086313119	0.961948735	3.208396671	0.001334773	0.002489276	0	0.122416364	0.129843943	0	0.891745654	0	0	0	0	0	0	0	0.641828699	2.873646775	1.370123775	0.295061119	1.90499547	0.06060481	2.49594057	2.606301452	2.670805229	6.629500789	1.44230216	21.06098974	1.352133452	0.930902517	1.435796664	1.480762476	5.695352101	5.710217152	3.016153733	3.15242149	3.161020469	3.036353783	3.715942351	3.041322735	3.052250517	3.03549897	3.069958388	3.074634554	3.067831732	3.106649515	3.576033606	4.420172728	3.944840379	3.302310849	4.141924207	3.085000838	4.334205325	4.362615862	4.386815943	5.079230684	3.960192372	5.659274701	3.958851489	3.7657957	3.976490902	3.988681184	4.970818785	4.980049201
ENSG00000184845	D(1A) dopamine receptor;DRD1	DRD1	Environmental response/Signaling	Hormone secretion	Hormone secretion	Receptor	2	0	0	-1	0	1	1	q35.2	5	174867042	174871211	46.91	1	protein_coding	dopamine receptor D1 [Source:HGNC Symbol;Acc:3020]	DRD1	-1	47.36531119	-0.871096374	0.320462415	-2.718248172	0.006562859	0.033890597	-0.93648543	0.276716577	-3.38427658	0.000713661	0.005183484	-1.013984597	0.278648372	-3.638939604	0.000273763	0.004664829	0.077499167	0.286442319	0.270557672	0.786731255	NA	1.490221444	0.315894865	4.717460177	2.39E-06	5.72E-06	1.5556105	0.28192323	5.517851442	3.43E-08	1.09E-07	1.073740753	1.337185937	1.077922693	2.624059383	2.987169735	3.270465034	0.138443437	0.730462083	0.886596571	1.811540064	1.403698547	1.843292795	1.886559403	4.547249418	3.873609916	10.5715375	6.267109939	9.109149976	1.61563326	2.397415749	1.423117251	4.763348427	5.951754209	2.420147262	1.807117107	0.723092731	1.411522404	8.157702813	3.592056373	2.798094709	4.774739709	4.897549447	4.78281957	5.298030846	5.392767966	5.446239693	4.26715487	4.633254547	4.714496824	5.075956665	4.93724542	5.087553958	5.106392764	5.694980594	5.583755611	6.393652931	5.954637453	6.275316059	5.017903143	5.246627034	4.939702465	5.737209187	5.901643466	5.265758546	5.095463904	4.668690132	4.942661234	6.186575052	5.53134531	5.359585819
ENSG00000187094	Cholecystokinin;CCK	CCK	Environmental response/Signaling	Hormone secretion	Hormone secretion	Secreted	1	0	1	0	0	1	1	p22.1	3	42299317	42307699	47.85	4	protein_coding	cholecystokinin [Source:HGNC Symbol;Acc:1569]	CCK	-1	18.37482661	1.387299116	1.149389939	1.20698735	0.227437016	0.391694251	1.844506295	0.735031423	2.509425092	0.012092786	0.044135367	0.253468418	0.74530461	0.340087012	0.733791002	0.839821586	1.591037877	0.73502097	2.164615627	0.030417133	NA	5.080111893	0.89082997	5.702672859	1.18E-08	3.50E-08	4.622904714	1.033708108	4.47215677	7.74E-06	1.92E-05	0.026705827	0	0	0	0.032302688	0.065073788	0	0.030279801	0.200465645	0	0.038791622	0	0.380449142	0.641451999	0.350340046	0.102607918	1.095989633	0.131721297	1.125142189	0.715535513	0.792857785	1.600984855	1.253906494	5.459395249	0.553183886	0	0.312062689	0.531728658	1.636120298	0.533550566	2.918894344	2.859290617	2.862616916	2.871615531	2.948163034	3.013636962	2.882886986	2.940542927	3.25469842	2.898941949	2.977052541	2.922259426	3.50392754	3.753872872	3.459389226	3.071440475	4.096386801	3.129550744	4.122048391	3.82768678	3.896210242	4.371205913	4.176719314	5.389943693	3.699750449	2.914342213	3.416051832	3.657496829	4.403601804	3.671246613
ENSG00000077092	Retinoic acid receptor beta;RARB	RARB	Environmental response/Signaling	Hormone secretion, Immune response	Hormone secretion, Immune response	Receptor	7	0	0	-1	0	-1	-1	p24.2	3	25215823	25639423	40.14	9	protein_coding	retinoic acid receptor, beta [Source:HGNC Symbol;Acc:9865]	RARB	1	67.22260669	-0.324405309	0.245864514	-1.319447461	0.187019564	0.341077359	-0.984784767	0.264665838	-3.720860888	0.000198545	0.001933736	-1.110924472	0.26674875	-4.164684834	3.12E-05	0.001102281	0.126139705	0.278339317	0.453186802	0.650414235	0.86758682	-1.673742482	0.263252758	-6.357929515	2.04E-10	7.11E-10	-1.013363025	0.247414287	-4.095814507	4.21E-05	9.56E-05	0.091959747	0.086879	0.073720288	0.084260497	0.060730206	0.066965625	0.06269159	0.063518667	0.059507774	0.065658259	0.061414428	0.053428966	0.023089029	0.034742126	0.042985696	0.027920685	0.066514374	0.039622518	0.014314111	0.015340368	0.016811289	0.029148589	0.032396866	0.010527034	0.008894783	0.00978759	0.010807429	0.035445322	0.020023592	0.021576853	6.571708167	6.545646528	6.389430048	6.512682696	6.244091798	6.31244294	6.281103458	6.289487039	6.220466713	6.310609152	6.260659013	6.14061074	5.552821167	5.808362276	5.975603667	5.643088225	6.310497818	5.901928585	5.283659282	5.303771218	5.357650309	5.691169232	5.752030381	5.125458574	5.070783948	5.131414135	5.146705849	5.828013517	5.45249771	5.505908531
ENSG00000240771	Rho guanine nucleotide exchange factor 25;ARHGEF25	ARHGEF25	Environmental response/Signaling	Hormone secretion, Immune response	Hormone secretion, Immune response	Intracellular	1	0	1	0	0	1	1	q13.3	12	58003963	58013162	56.4	7	protein_coding	Rho guanine nucleotide exchange factor (GEF) 25 [Source:HGNC Symbol;Acc:30275]	ARHGEF25	1	74.18433497	0.414138057	1.098583543	0.376974568	0.706192505	0.814947635	1.113860092	0.260997232	4.267708451	1.97E-05	0.000326721	0.945875857	0.261308046	3.619773181	0.000294861	0.004843858	0.167984236	0.257483256	0.652408388	0.514137755	0.79020286	8.03176471	0.795552385	10.09583387	5.76E-24	5.45E-23	7.332042675	0.80160557	9.146696271	5.87E-20	4.85E-19	0.024334233	0	0.025714746	0.028318653	0	0	0	0	0.109598054	0	0	0	3.882632361	2.768628661	2.36228962	1.472560243	1.775397313	0.984195761	5.126123355	5.541939211	6.063407609	3.967964395	2.15815783	4.438853515	5.166602205	2.785871939	6.504510035	1.683030711	3.197428807	4.502347285	3.978514444	3.920669071	3.992940833	4.017804204	3.957856787	3.956349627	3.973581759	3.947148697	4.226391635	4.008764715	3.998086715	4.058884823	6.338826334	5.998031879	5.871750652	5.457415435	5.620812331	5.170540362	6.593294085	6.660039663	6.756777457	6.333150579	5.773198753	6.465546841	6.627308325	6.057896271	6.82516746	5.58447566	6.146837828	6.474889794
ENSG00000157017	ghrelin/obestatin prepropeptide [Source:HGNC Symbol;Acc:18129]	GHRL	Environmental response/Signaling	Hormone secretion, Immune response	Hormone secretion, Immune response	Secreted	1	0	1	1	0	1	1	p25.3	3	10327359	10334631	53.5	17	protein_coding	ghrelin/obestatin prepropeptide [Source:HGNC Symbol;Acc:18129]	GHRL	-1	7091.279826	0.905116894	0.448182023	2.019529674	0.043432196	0.124698192	1.277586728	0.350031167	3.649922772	0.000262319	0.002388469	1.060761484	0.350036624	3.030429993	0.002442058	0.021018182	0.216825244	0.350001275	0.619498441	0.535588049	0.802771909	10.24818008	0.39405051	26.00727526	4.10E-149	1.61E-146	9.875710251	0.410083986	24.0821651	3.84E-128	8.44E-126	0.369379811	0.337339304	0.390335209	0.214930519	0.074465401	0.150010606	0.277819602	0.66312057	0.646969586	0.424903432	0.312983795	0.528429187	327.6569243	322.5900526	256.6204231	144.7894323	249.3392104	146.6321081	378.034858	289.1057431	404.9066586	809.3230797	349.3555189	1202.468259	426.5613646	421.9466799	387.5204438	338.5036881	662.2715403	691.0511018	8.216953819	8.212796093	8.22480019	8.190368171	8.159516361	8.176815823	8.212061065	8.290280095	8.295923088	8.252551574	8.225740998	8.286699177	12.47723033	12.42559293	12.19580961	11.56201825	12.14666554	11.59217555	12.62885789	12.3222033	12.6975335	13.45568985	12.50088362	13.94052298	12.78919431	12.79323462	12.65310623	12.48624885	13.23899848	13.29896863
ENSG00000240288	ghrelin opposite strand/antisense RNA [Source:HGNC Symbol;Acc:33885]	GHRLOS	Environmental response/Signaling	Hormone secretion, Immune response	Hormone secretion, Immune response	Secreted	1	0	1	1	0	1	1	p25.3	3	10327438	10335133	53.56	4	antisense	ghrelin opposite strand/antisense RNA [Source:HGNC Symbol;Acc:33885]	GHRLOS	1	66.82593118	-0.002206019	0.602452629	-0.003661731	0.997078368	1	1.239268308	0.257807817	4.806946216	1.53E-06	4.39E-05	1.19973991	0.25794885	4.651076792	3.30E-06	0.000225064	0.039528398	0.252742428	0.15639795	0.875719353	0.958188748	5.848429727	0.484988294	12.05890905	1.74E-33	2.85E-32	4.6069554	0.44094291	10.44796344	1.50E-25	1.75E-24	0.12499997	0.06226762	0.099068536	0.03636678	0.075598389	0.152293012	0.120877122	0.070864203	0.093830458	0.095859627	0.045392262	0.119215382	2.552393851	2.212292149	1.803791552	1.680942271	1.966468129	3.021036407	4.467009464	5.372600662	6.129892815	5.994888237	2.078627726	6.78147493	4.450267454	4.682464494	5.842594131	2.5215703	5.642785576	6.433391541	4.178321925	4.08299726	4.147079152	4.058756407	4.13263706	4.244906953	4.21542125	4.118364846	4.190563206	4.200301029	4.115225223	4.266705717	5.733976395	5.589921119	5.442982863	5.365286993	5.497721865	5.846353274	6.211322405	6.372925726	6.505191947	6.468576349	5.532592498	6.61280151	6.232734232	6.287811336	6.458332884	5.703348871	6.424603946	6.557966865
