LDM4_Mean	LR17938_Mean	LR6475_Mean	LR6475_LDM4	LR17938_LDM4	LR17938_LR6475	LR6475_LDM4_pval	LR6475_LDM4_qval	LR17938_LDM4_pval	LR17938_LDM4_qval	LR17938_LR6475_pval	LR17938_LR6475_qval	ChemicalID	SuperPathway	SubPathway	ChemicalID	CAS	BiochemicalName	PlotOrder	Plot
0.456053377	0.655097137	1.715585616	3.761808818	1.436448385	0.381850449	2.90E-06	1.72E-05	0.002157024	0.005347477	0.000170319	0.000634378	100001437	Amino Acid	Glutathione Metabolism	100001437	13081-14-6	cysteine-glutathione disulfide	33	N
0.290168535	0.321181222	1.499949453	5.169235357	1.106878185	0.21412803	1.72E-08	1.70E-07	0.198517413	0.259858956	1.63E-07	1.33E-06	100008928	Amino Acid	Glutathione Metabolism	100008928		2-hydroxybutyrate/2-hydroxyisobutyrate	34	N
0.377947954	0.614677802	1.594403337	4.218579093	1.626355682	0.38552215	3.51E-06	2.02E-05	0.013615259	0.024699681	0.001063314	0.003047639	100001619	Lipid	Glycerolipid Metabolism	100001619		glycerophosphoglycerol	35	N
1.067218868	0.998946315	0.930050344	0.871471046	0.936027599	1.074077679	0.000162776	0.000609225	0.00479832	0.010191474	0.014992679	0.026819851	340	Amino Acid	"Glycine, Serine and Threonine Metabolism"	340	56-40-6	glycine	36	N
0.025460686	0.985251533	1.476882566	58.00639427	38.69697576	0.66711569	8.49E-12	2.24E-10	2.17E-13	1.12E-11	0.002813605	0.006638133	799	Amino Acid	"Glycine, Serine and Threonine Metabolism"	799	107-43-7	betaine	37	N
0.55320421	0.590917931	1.540215398	2.784171503	1.068173234	0.38365928	1.99E-10	3.27E-09	0.019079796	0.032617566	1.56E-09	1.98E-08	100001006	Amino Acid	"Glycine, Serine and Threonine Metabolism"	100001006	543-24-8	N-acetylglycine	38	N
0.005080138	1.194142526	0.984804302	193.8538493	235.061042	1.212568349	3.02E-12	9.32E-11	1.57E-12	5.50E-11	0.001612611	0.004214656	100001274	Amino Acid	"Glycine, Serine and Threonine Metabolism"	100001274	17093-74-2	N-acetylthreonine	39	N
0.722738236	0.848494789	1.226074345	1.696429335	1.174000138	0.692041876	0.000127246	0.000498005	0.008414051	0.016381903	0.004369199	0.009383432	482	Carbohydrate	"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"	482	79-33-4	lactate	40	Y
0.268270913	2.602229045	0.863337082	3.218153891	9.700004436	3.014151829	1.04E-07	9.04E-07	4.47E-07	3.34E-06	0.000552242	0.001752174	823	Carbohydrate	"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"	823	127-17-3	pyruvate	41	Y
0.243900175	0.563138244	1.65131399	6.770450207	2.308888235	0.341024328	5.31E-07	3.90E-06	0.049702607	0.076184314	0.003569538	0.007796357	100000093	Carbohydrate	"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"	100000093	70195-25-4	2-phosphoglycerate	42	Y
0.696381439	0.88569707	1.565051647	2.247405745	1.271856227	0.565921944	0.002323127	0.005704238	0.003379033	0.007464856	0.02561242	0.042742805	100000715	Amino Acid	Guanidino and Acetamido Metabolism	100000715	22661-87-6	1-methylguanidine	43	N
0.467119229	0.467119229	0.996865562	2.134070919	1	0.468587989	0.005859923	0.012277176	0.340893132	0.410669695	0.005859923	0.012277176	354	Amino Acid	Histidine Metabolism	354	51-45-6	histamine	44	Y
0.685654463	0.84889077	1.297029846	1.89166689	1.238073717	0.654488231	3.95E-05	0.000174862	0.003742888	0.008106086	0.002786253	0.006609849	100000263	Amino Acid	Histidine Metabolism	100000263	14403-45-3	imidazole lactate	45	Y
0.57489844	0.718037409	1.294359506	2.251457678	1.248981314	0.554743412	2.92E-06	1.72E-05	0.013276316	0.024198676	0.000348023	0.001192559	100001293	Amino Acid	Histidine Metabolism	100001293	39145-52-3	N-acetylhistidine	46	Y
0.494766244	0.494766244	0.948652038	1.917374215	1	0.521546599	0.006894888	0.013916123	0.340893132	0.410669695	0.006894888	0.013916123	100006123	Amino Acid	Histidine Metabolism	100006123	673-49-4	N-acetylhistamine	47	Y
0.837247084	0.910285682	1.382943815	1.651775017	1.087236611	0.658223184	0.000242783	0.000866602	0.001130503	0.003181086	0.001140997	0.00319894	1082	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	1082	1188-21-2	N-acetylleucine	48	N
0.823695244	1.303376357	0.838776793	1.018309623	1.582352656	1.553901309	0.897280434	0.911466686	0.002205136	0.005431821	0.002817259	0.006638133	1442	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	1442	625-08-1	beta-hydroxyisovalerate	49	N
0.598016456	2.307386496	0.935502903	1.564343077	3.858399671	2.466466421	0.002537108	0.006112845	7.96E-07	5.63E-06	4.35E-05	0.000188399	100000551	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	100000551	816-66-0	4-methyl-2-oxopentanoate	50	N
0.783897655	0.927206077	1.182711378	1.508757387	1.182815219	0.78396648	0.000198997	0.000727141	0.001271964	0.003465314	0.014439274	0.025889954	100000706	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	100000706	10303-64-7	alpha-hydroxyisocaproate	51	N
0.135457764	2.741465172	1.07165004	7.911322364	20.23852369	2.558172043	1.59E-08	1.63E-07	3.02E-11	6.47E-10	1.47E-06	9.61E-06	100001300	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	100001300	600-37-3	alpha-hydroxyisovalerate	52	N
0.238153963	1.563052707	0.381062688	1.600068642	6.56320259	4.101825646	0.003049355	0.006874422	1.90E-15	3.66E-13	2.00E-07	1.62E-06	100001541	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	100001541	488-15-3	2-hydroxy-3-methylvalerate	53	N
0.623122576	0.86350356	1.675301112	2.688557879	1.385768375	0.515431855	4.35E-05	0.000188399	0.000910063	0.002709108	0.002167805	0.00535698	100021474	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	100021474		N-butyryl-leucine	54	N
0.619836578	0.833496383	1.495874535	2.413336981	1.344703447	0.557196719	5.78E-05	0.000242083	0.003932943	0.008470109	0.003627471	0.00790051	189	Amino Acid	Lysine Metabolism	189	23284-33-5	"N6,N6,N6-trimethyllysine"	55	N
0.965533091	0.995030019	1.116218849	1.15606483	1.030549888	0.89142915	4.09E-06	2.30E-05	0.025574545	0.042742805	1.62E-05	8.02E-05	407	Amino Acid	Lysine Metabolism	407	56-87-1	lysine	56	N
0.234473462	1.02331245	1.673664508	7.137969883	4.364299662	0.611420296	4.50E-06	2.51E-05	4.08E-06	2.30E-05	0.016759685	0.029102967	1025	Amino Acid	Lysine Metabolism	1025	4043-87-2	pipecolate	57	N
0.545228947	0.97063928	2.140108081	3.925154913	1.780241649	0.453546851	1.63E-06	1.05E-05	0.001279652	0.003473984	3.93E-07	2.97E-06	100003415	Amino Acid	Lysine Metabolism	100003415	1188-07-4	N6-methyllysine	58	N
0.784961759	0.906625502	1.687083623	2.149255813	1.15499321	0.537392154	0.000642352	0.001973121	0.002711999	0.006513866	0.003503573	0.007695883	100015962	Amino Acid	Lysine Metabolism	100015962		"N,N,N-trimethyl-5-aminovalerate"	59	N
0.697204355	0.697204355	1.069009039	1.533279349	1	0.652196875	0.013228188	0.024198676	0.340893132	0.410669695	0.013228188	0.024198676	100020417	Amino Acid	Lysine Metabolism	100020417	2259-86-1	"N6,N6-dimethyllysine"	60	N
0.353743155	1.174725924	0.977605999	2.763604002	3.320844254	1.201635347	7.28E-05	0.00030185	2.02E-05	9.69E-05	0.001847611	0.004708429	194	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	194	4289-98-9	N-formylmethionine	61	N
0.277514996	0.363591147	2.026690998	7.302996332	1.310167568	0.179401373	3.00E-10	4.72E-09	0.008555964	0.016616242	2.92E-08	2.74E-07	310	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	310	535-34-2	cystathionine	62	N
0.630124273	0.800973764	1.838637661	2.917896895	1.271136184	0.435634373	9.11E-05	0.000369732	0.01010644	0.01933515	0.001267152	0.003464448	512	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	512	107-35-7	taurine	63	N
0.844213023	0.992575702	1.166647882	1.381935424	1.175740809	0.850792872	0.000114741	0.000453669	0.020626338	0.034951443	0.015168985	0.027072425	1083	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	1083	65-82-7	N-acetylmethionine	64	N
0.591657876	0.737267626	1.752603415	2.962190626	1.246104641	0.42066997	0.000421003	0.001416244	0.047427644	0.073279987	0.003798432	0.008203335	100004635	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	100004635	820-10-0	methionine sulfone	65	N
0.415557716	5.172973983	1.115080655	2.683335222	12.44826841	4.639102974	3.31E-05	0.000149383	4.07E-09	4.90E-08	3.41E-06	1.98E-05	100005463	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	100005463	108646-71-5	N-acetylmethionine sulfoxide	66	N
0.245913974	0.965320167	37.75119085	153.5138089	3.925438438	0.025570589	6.65E-14	4.27E-12	1.93E-13	1.06E-11	2.03E-12	6.66E-11	100021372	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	100021372	583-91-5	2-hydroxy-4-(methylthio)butanoic acid	67	N
0.664722901	0.829927352	1.532828973	2.305966849	1.248531307	0.541435063	0.00108988	0.003100729	0.002117159	0.005282619	0.011372577	0.021385992	30	Lipid	Mevalonate Metabolism	30	96949-03-0	mevalonate	68	Y
0.316432853	0.908898011	1.809181246	5.717425451	2.872325054	0.502380849	8.54E-07	5.96E-06	7.80E-05	0.000321426	0.000456401	0.001510237	112	Lipid	Mevalonate Metabolism	112	503-49-1	3-hydroxy-3-methylglutarate	69	Y
0.133469549	0.307292948	3.172553744	23.76986945	2.302345004	0.096859809	1.11E-09	1.53E-08	0.000992606	0.002877064	9.83E-07	6.71E-06	432	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	432	98-92-0	nicotinamide	70	Y
0.828147457	0.894539418	1.787877801	2.158888234	1.080169251	0.500335883	0.001288266	0.003485098	0.01539843	0.027298736	0.00297665	0.006810082	100001092	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	100001092	535-83-1	trigonelline (N'-methylnicotinate)	71	Y
1.039883519	1.021909198	0.902649364	0.868029301	0.982715064	1.132121994	8.45E-05	0.000346344	0.560916408	0.626763116	0.002881028	0.006710792	1024	Cofactors and Vitamins	Pantothenate and CoA Metabolism	1024	137-08-6	pantothenate	72	Y
0.102387297	0.904885608	1.646927954	16.0852762	8.837869859	0.54943849	1.13E-09	1.53E-08	5.62E-13	2.41E-11	0.001795721	0.004615003	100001540	Partially Characterized Molecules	Partially Characterized Molecules	100001540	2353-44-8	glutamine_degradant*	73	N
0.55001446	1.045627825	1.903005376	3.459918809	1.901091518	0.549461309	3.03E-07	2.33E-06	0.000831438	0.002504058	0.00137078	0.003667524	100021467	Partially Characterized Molecules	Partially Characterized Molecules	100021467		pentose acid*	74	N
0.184726653	2.076974588	0.244615229	1.324201054	11.24350251	8.490782029	0.046253494	0.071753408	1.39E-11	3.25E-10	1.45E-08	1.51E-07	100000406	Carbohydrate	Pentose Metabolism	100000406	488-81-3	ribitol	75	N
0.293624553	3.915123376	0.971862655	3.309882114	13.33377383	4.028473937	2.37E-06	1.44E-05	7.85E-09	8.77E-08	1.52E-05	7.57E-05	241	Amino Acid	Phenylalanine Metabolism	241	156-06-9	phenylpyruvate	76	Y
0.817036851	0.905448346	1.317684916	1.61276069	1.108209923	0.687150877	0.000210778	0.000762957	0.001505861	0.003962521	0.001719703	0.004449299	100000774	Amino Acid	Phenylalanine Metabolism	100000774	828-01-3	phenyllactate (PLA)	77	Y
0.036543072	0.999032785	1.163692567	31.8444102	27.33850049	0.858502334	4.60E-10	7.09E-09	5.27E-10	7.81E-09	0.020340341	0.034542738	100001256	Amino Acid	Phenylalanine Metabolism	100001256	2018-61-3	N-acetylphenylalanine	78	Y
0.775791333	0.847743736	1.700119086	2.191464397	1.092747109	0.498637856	0.000335309	0.001159297	0.007190952	0.014363275	0.000958601	0.002803269	267	Lipid	Phospholipid Metabolism	267	72556-74-2	choline phosphate	79	Y
0.003078563	0.987759385	1.773071973	575.941488	320.8508276	0.557089278	1.66E-11	3.77E-10	5.29E-12	1.51E-10	0.001250666	0.003443799	1256	Lipid	Phospholipid Metabolism	1256	67-48-1	choline	80	Y
0.746586499	0.837308499	1.68959137	2.263088566	1.121515725	0.495568641	0.000483994	0.001581183	0.01622723	0.028370055	0.001850394	0.004708429	100000269	Lipid	Phospholipid Metabolism	100000269	28319-77-9	glycerophosphorylcholine (GPC)	81	Y
0.452832827	0.622011222	1.472826348	3.252472572	1.373600114	0.422324888	2.89E-06	1.72E-05	0.039412435	0.062913018	0.000471802	0.001547914	100001620	Lipid	Phospholipid Metabolism	100001620	33049-08-0	glycerophosphoethanolamine	82	Y
0.221219658	0.426691774	1.932050565	8.733629655	1.928814905	0.220849175	1.33E-07	1.12E-06	0.029627368	0.04860149	0.000148501	0.000564011	100001621	Lipid	Phospholipid Metabolism	100001621	16824-65-0	glycerophosphoinositol*	83	Y
0.796286165	0.864416165	1.783940655	2.240326069	1.085559693	0.484554328	0.000469929	0.001547914	0.012048356	0.02249221	0.001189537	0.00329904	192	Amino Acid	Polyamine Metabolism	192	18233-70-0	N-acetylputrescine	84	N
0.491888853	0.491888853	1.055718189	2.146253536	1	0.465928178	0.003048267	0.006874422	0.340893132	0.410669695	0.003048267	0.006874422	1200	Amino Acid	Polyamine Metabolism	1200	77928-70-2	N(1)-acetylspermine	85	N
0.630132487	0.630132487	1.004722938	1.594463002	1	0.627170401	0.010368174	0.019737931	0.340893132	0.410669695	0.010368174	0.019737931	100002132	Amino Acid	Polyamine Metabolism	100002132	61345-83-3	"N1,N12-diacetylspermine"	86	N
0.498454505	0.627244547	2.069265729	4.151363279	1.258378731	0.303124214	6.51E-06	3.51E-05	0.002976105	0.006810082	5.17E-05	0.000220417	100016038	Amino Acid	Polyamine Metabolism	100016038		(N(1) + N(8))-acetylspermidine	87	N
0.585395488	0.812905901	1.656786058	2.83019957	1.388643946	0.490652306	9.76E-05	0.000391914	0.000974314	0.002834703	0.003229049	0.007154014	1002	Nucleotide	"Purine Metabolism, (Hypo)Xanthine/Inosine containing"	1002	97-59-6	allantoin	88	N
0.013369857	1.053727682	0.036450775	2.726339902	78.81368328	28.9082382	0.068467292	0.101126977	4.96E-19	1.91E-16	8.58E-07	5.96E-06	1004	Nucleotide	"Purine Metabolism, (Hypo)Xanthine/Inosine containing"	1004	69-89-6	xanthine	89	N
0.788944652	0.866668671	1.708336796	2.165344287	1.098516441	0.507317218	0.000410602	0.001388483	0.006670592	0.013678261	0.001256621	0.003447882	72	Nucleotide	"Purine Metabolism, Adenine containing"	72	37063-35-7	"adenosine-2',3'-cyclic monophosphate"	90	Y
0.469315257	0.688018204	1.438162983	3.064385743	1.46600434	0.478400718	6.87E-08	6.09E-07	0.032540533	0.053154134	0.000614054	0.001893743	211	Nucleotide	"Purine Metabolism, Adenine containing"	211	16373-93-6	2'-deoxyadenosine	91	Y
1.00333449	0.552170171	1.331194478	1.326770376	0.550335084	0.414793015	1.19E-06	8.05E-06	1.83E-06	1.15E-05	1.07E-07	9.19E-07	880	Nucleotide	"Purine Metabolism, Adenine containing"	880	73-24-5	adenine	92	Y
0.637443696	0.685014614	1.355024263	2.125716001	1.07462764	0.505536788	0.000528732	0.001697304	0.072853493	0.106990558	0.001369397	0.003667524	100001694	Nucleotide	"Purine Metabolism, Adenine containing"	100001694	130-49-4	adenosine 2'-monophosphate (2'-AMP)	93	Y
0.34082119	1.098641808	0.398990356	1.170673559	3.223513791	2.753554794	0.212035296	0.274293982	4.96E-11	9.80E-10	1.94E-06	1.20E-05	100004047	Nucleotide	"Purine Metabolism, Adenine containing"	100004047	2140-79-6	2'-O-methyladenosine	94	Y
2.013697377	0.9684397	0.026598905	0.013208988	0.480926137	36.40900683	1.21E-12	4.44E-11	1.91E-06	1.19E-05	5.14E-11	9.90E-10	172	Nucleotide	"Purine Metabolism, Guanine containing"	172	73-40-5	guanine	95	Y
0.565403108	0.814305937	1.647451654	2.913764764	1.440221897	0.494282145	1.74E-05	8.57E-05	0.000850786	0.002552358	0.001389157	0.00369324	100002733	Nucleotide	"Purine Metabolism, Guanine containing"	100002733		guanosine 2'-monophosphate (2'-GMP)*	96	Y
0.660234749	0.847298781	1.491631487	2.25924414	1.283329578	0.568034926	0.000299228	0.001048659	0.003128108	0.006970605	0.006965534	0.014022002	1049	Nucleotide	"Pyrimidine Metabolism, Cytidine containing"	1049	58366-64-6	5-methylcytosine	97	N
0.221635281	2.676647818	1.079526629	4.870734592	12.0768129	2.479464374	6.22E-08	5.58E-07	1.07E-14	1.09E-12	7.46E-06	3.97E-05	445	Nucleotide	"Pyrimidine Metabolism, Orotate containing"	445	50887-69-9	orotate	98	N
0.85565264	0.890605646	1.215046533	1.420023122	1.040849527	0.732980689	2.49E-06	1.50E-05	0.008269585	0.016141393	1.17E-05	5.93E-05	882	Nucleotide	"Pyrimidine Metabolism, Thymine containing"	882	65-71-4	thymine	99	N
0.705315554	0.915256905	1.407748381	1.995912856	1.297655922	0.650156603	2.87E-05	0.000133368	0.000921937	0.002723424	0.003125514	0.006970605	821	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	821	1445-07-4	pseudouridine	100	N
1.026617846	1.105728095	0.895379334	0.872164202	1.077059102	1.234926978	0.017152004	0.029584328	0.055145741	0.083367385	0.001767285	0.004557113	825	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	825	66-22-8	uracil	101	N
0.465485475	0.649475375	1.143389958	2.456338641	1.395264536	0.568026132	9.31E-09	1.03E-07	0.035452836	0.057424657	0.001027684	0.002956508	1053	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	1053	462-88-4	3-ureidopropionate	102	N
0.440905548	0.440905548	0.948114802	2.150380745	1	0.465033926	0.006479171	0.013356793	0.340893132	0.410669695	0.006479171	0.013356793	1125	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	1125	504-07-4	"5,6-dihydrouracil"	103	N
0.596573002	0.761883199	1.742661176	2.921119747	1.277099695	0.437195256	9.76E-05	0.000391914	0.003205683	0.007122714	0.001232119	0.003404888	100008975	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	100008975		uridine 2'-monophosphate (2'-UMP)*	104	N
0.939339962	0.590736434	1.916371194	2.040125271	0.628884598	0.308257834	1.53E-06	9.89E-06	0.006716136	0.013699294	9.43E-06	4.91E-05	500	Cofactors and Vitamins	Riboflavin Metabolism	500	83-88-5	riboflavin (vitamin B2)	105	Y
0.594960955	0.700443831	1.863542014	3.132208927	1.177293779	0.375866938	2.69E-05	0.000125506	0.041334779	0.06557431	0.000192203	0.000705659	100001279	Lipid	Secondary Bile Acid Metabolism	100001279	547-75-1	hyocholate	106	Y
0.026929057	5.362076279	1.009690819	37.49447373	199.1186059	5.3106121	2.07E-12	6.66E-11	1.52E-10	2.60E-09	1.76E-05	8.61E-05	252	Energy	TCA Cycle	252	110-15-6	succinate	107	Y
0.999655294	38.46391903	0.15790174	0.157956189	38.47718232	243.5940159	1.24E-06	8.30E-06	5.63E-05	0.000237155	1.76E-06	1.11E-05	330	Energy	TCA Cycle	330	100-17-8	fumarate	108	Y
1.001819481	162.3046505	0.707602993	0.706317861	162.0098766	229.3724758	0.000544351	0.001734275	1.05E-05	5.37E-05	5.70E-06	3.09E-05	409	Energy	TCA Cycle	409	6915-15-7	malate	109	Y
1.028936112	0.035806863	1.050002258	1.020473717	0.03479989	0.034101701	0.380169249	0.445885584	4.24E-05	0.000185808	4.05E-05	0.000178507	1124	Energy	TCA Cycle	1124	77-92-9	citrate	110	Y
